99,00010100100100010111,0.010101010101010102
98,01100000011101110010,0.010638297872340425
97,00110111001101110000,0.010309278350515464
96,10101101101110011001,0.01098901098901099
95,01110010100001100010,0.010752688172043012
94,11011001010011000101,0.01818181818181818
93,00101010101100001011,0.01020408163265306
92,01011100010000111100,0.0125
91,01001100010001111010,0.011904761904761904
90,11001000011101010001,0.010869565217391304
89,01000100101111010000,0.010416666666666666
88,01001011010100011100,0.009900990099009901
87,11011100110111011010,0.01
86,00000101100101111001,0.01
85,00111011100001100011,0.009523809523809525
84,00110011000110110110,0.009708737864077669
83,01110111110001010111,0.015384615384615385
82,00101100101101110010,0.011627906976744186
81,01101011000011011100,0.010638297872340425
80,01000100001110011001,0.010416666666666666
79,11011101000110100001,0.01020408163265306
78,11000100110111001100,0.010416666666666666
77,10110111101001101010,0.011494252873563218
76,00101000110010001000,0.011904761904761904
75,10011010001000110101,0.011235955056179775
74,00100000101010110010,0.010416666666666666
73,01010011101001110110,0.011363636363636364
72,00000111010101001000,0.01
71,01110100011001000001,0.010752688172043012
70,01011011110101101001,0.009900990099009901
69,01100110001100101000,0.010638297872340425
68,00010010001000001100,0.010101010101010102
67,11000001011000110101,0.010101010101010102
66,10011000000101011001,0.01098901098901099
65,00111010000000111000,0.010309278350515464
64,01000001110111010010,0.01020408163265306
63,00001100001010000011,0.01
62,00111010110100110110,0.010638297872340425
61,10000111101001101000,0.011627906976744186
60,11010110010001110001,0.010638297872340425
59,11011101110100110111,0.010309278350515464
58,00010111101110010111,0.009259259259259259
57,01001011100110101000,0.010309278350515464
56,01001100000111010100,0.010101010101010102
55,00100000100101110000,0.01020408163265306
54,10100010011000111010,0.01020408163265306
53,11001000110101000011,0.01020408163265306
52,01100100001100000011,0.010638297872340425
51,00000111000110010101,0.01
50,11010110100100000111,0.010638297872340425
49,01101000000110111011,0.010638297872340425
48,11011010011110101000,0.011764705882352941
47,01001011000000000110,0.010416666666666666
46,00000110101110011010,0.009174311926605505
45,01101001011110100111,0.011494252873563218
44,10011100011000111100,0.021739130434782608
43,10010011110110110110,0.010101010101010102
42,11000010011110011101,0.01020408163265306
41,10000101001111011011,0.010869565217391304
40,10110000011110100100,0.010416666666666666
39,01011100101010001101,0.016666666666666666
38,01001000110110100010,0.01020408163265306
37,10100101101110101100,0.010526315789473684
36,00100100110001001100,0.010869565217391304
35,00111100100100101010,0.0136986301369863
34,00110110000110100101,0.010869565217391304
33,01110100110110110011,0.01020408163265306
32,01101011001110000101,0.010309278350515464
31,10110010100110011000,0.01020408163265306
30,01000011010101101010,0.010416666666666666
29,01010101110111000001,0.010526315789473684
28,00100011010110010011,0.01020408163265306
27,00010010110000110101,0.010309278350515464
26,10101100101000101101,0.01020408163265306
25,00011101100100111100,0.01
24,00011011001000110010,0.009900990099009901
23,10000011110100101011,0.010416666666666666
22,11010101011010100010,0.010752688172043012
21,01110010101011011001,0.011904761904761904
20,10010010000100000011,0.01098901098901099
19,01111011101010010000,0.00980392156862745
18,10111011101101101011,0.010638297872340425
17,01100011100100000001,0.010638297872340425
16,01111000010010000000,0.010752688172043012
15,01111101000100111011,0.010752688172043012
14,01000010100110000000,0.010416666666666666
13,01011010000100010000,0.010638297872340425
12,01000011100110000010,0.010416666666666666
11,10011001110101101011,0.010101010101010102
10,11011100110001011001,0.010526315789473684
9,11001011100100010111,0.01098901098901099
8,00110000100101101011,0.010309278350515464
7,00101010000000101011,0.01020408163265306
6,00011101010010010110,0.01
5,11010111000101000011,0.010752688172043012
4,01101101000110110101,0.010101010101010102
3,10010110010100101000,0.01098901098901099
2,10101010010001001100,0.010416666666666666
1,10100101110000110000,0.011764705882352941
0,01111011011111010000,0.01
